类型,代码,名称,价格,涨跌%,成交量,相对量,RSI,SAR,EMA20,50日均线,信号,AI点评
表格,EMR,Emerson Electric Company,158.23,1.34,1940600,0.87,60.99,多头,152.592,152.601,,
表格,RVTY,"Revvity, Inc.",151.11,0.29,1940500,0.88,73.69,多头,137.116,123.687,,
表格,HUM,Humana Inc.,397.93,4.63,1938500,2.11,55.95,多头,388.507,386.736,,
表格,MPC,Marathon Petroleum Corporation,393.52,0.66,1937800,0.61,56.46,空头,390.635,356.174,,
表格,DTE,DTE Energy Company,121.44,0.21,1937500,1.17,17.78,空头,129.128,136.207,,
表格,CEG,Constellation Energy Corporatio,263.27,0.63,1928800,0.67,43.87,空头,269.431,271.756,,
表格,FROG,JFrog Ltd.,89.18,-5.33,1928800,0.98,46.98,多头,91.492,88.882,,
表格,LLY,Eli Lilly and Company,1183.46,0.13,1923200,0.81,55.75,多头,1162.303,1176.735,,
表格,ED,"Consolidated Edison, Inc.",103.1,0.38,1921700,0.95,36.35,空头,105.417,107.51,,
表格,TRU,TransUnion,69.17,2.41,1919400,0.8,31.54,空头,75.143,79.023,,
表格,AZN,AstraZeneca PLC,166.58,1.23,1918300,0.62,54.23,多头,164.263,164.026,,
表格,ELS,"Equity Lifestyle Properties, In",59.23,0.38,1917400,1.22,32.41,空头,60.741,63.096,,
表格,DRI,"Darden Restaurants, Inc.",199.75,-3.61,1913200,1.57,37.51,空头,211.019,211.637,,
表格,FTI,TechnipFMC plc,70.99,0.06,1900000,0.63,38.09,空头,73.654,74.536,,
表格,PNC,"PNC Financial Services Group, I",225.64,1.03,1899900,1.13,30.65,空头,235.308,244.928,,
表格,DXCM,"DexCom, Inc.",86.62,-0.97,1891000,0.47,48.66,多头,87.41,85.132,,
表格,TPR,"Tapestry, Inc.",113.88,1.57,1890900,0.56,35.77,空头,118.371,132.721,,
表格,LNG,"Cheniere Energy, Inc.",268.54,-2.8,1887800,0.83,44.04,多头,274.677,271.532,,
表格,TEAM,Atlassian Corporation,187.74,-2.53,1884300,0.52,57.18,多头,184.636,154.302,,
表格,WPM,Wheaton Precious Metals Corp,142.92,-0.67,1883400,1.02,46.1,空头,148.087,137.061,,
表格,W,Wayfair Inc.,98.15,0.49,1881600,0.77,46.03,空头,101.002,98.88,,
表格,ADSK,"Autodesk, Inc.",209.4,-0.92,1877400,0.76,36.77,空头,223.355,233.679,,
表格,RPRX,Royalty Pharma plc,58.21,-0.14,1869500,0.56,42.77,空头,59.208,59.362,,
表格,APO,"Apollo Global Management, Inc. ",121.69,0.83,1863900,0.7,37.18,空头,127.169,128.694,,
表格,VLTO,Veralto Corp,97.14,0.98,1850500,1.06,55.42,多头,96.061,96.224,,
表格,HON,Honeywell International Inc.,212.55,0.36,1827400,0.57,49.34,多头,210.999,223.244,,
表格,UNP,Union Pacific Corporation,273.79,-0.1,1821900,0.73,33.5,空头,282.823,292.041,,
表格,CI,The Cigna Group,272.01,2.45,1821800,1.24,44.53,空头,276.285,279.239,,
表格,MAS,Masco Corporation,68.85,2.29,1820800,0.77,44.74,空头,69.657,72.964,,
表格,BMRN,BioMarin Pharmaceutical Inc.,60.26,-1.78,1791300,0.92,33.28,空头,63.952,63.989,,
表格,ZBH,"Zimmer Biomet Holdings, Inc.",91.04,1.51,1788000,0.89,39.37,空头,94.77,96.082,,
表格,NTNX,"Nutanix, Inc.",68.03,-0.82,1772600,0.65,53.92,空头,67.93,64.312,,
表格,BJ,"BJ's Wholesale Club Holdings, I",93.79,2.12,1768200,1.14,53.66,空头,92.356,93.601,,
表格,BBVA,Banco Bilbao Vizcaya Argentaria,28.87,1.4,1759900,1.49,52.63,空头,28.704,28.181,,
表格,WM,"Waste Management, Inc.",206.83,-0.54,1753400,0.76,29.96,空头,213.513,222.281,,
表格,VEEV,Veeva Systems Inc.,280.68,2.12,1735900,0.88,67.18,多头,264.756,241.673,,
表格,FANG,"Diamondback Energy, Inc.",186.67,-1.24,1733300,0.52,38.96,空头,195.433,198.751,,
表格,EC,Ecopetrol S.A.,16.58,1.28,1733100,1.08,42.79,空头,17.135,16.997,,
表格,ALL,Allstate Corporation (The),227.6,0.19,1716500,0.84,27.96,空头,245.62,255.761,,
表格,ROST,"Ross Stores, Inc.",236.12,0.31,1712900,0.83,55.9,多头,231.941,237.595,,
表格,RMBS,"Rambus, Inc.",105.16,0.58,1710000,0.62,65.3,多头,93.543,93.202,,
表格,ROKU,"Roku, Inc.",152.68,-0.42,1708000,0.75,44.8,空头,154.456,152.314,,
表格,EVRG,"Evergy, Inc.",78.04,0.49,1706500,0.75,33.08,空头,80.165,82.08,,
表格,FTV,Fortive Corporation,56.09,1.17,1702800,0.72,44.94,空头,56.442,58.86,,
表格,WPC,W. P. Carey Inc. REIT,66.09,0.21,1701500,1.1,27.52,空头,68.124,71.109,,
表格,VMC,Vulcan Materials Company (Holdi,245.0,1.37,1700300,1.47,37.15,多头,252.575,268.535,,
表格,TRMB,Trimble Inc.,57.85,0.28,1684800,0.46,48.21,空头,58.303,57.668,,
表格,DOV,Dover Corporation,191.88,2.12,1677200,1.22,47.5,多头,191.361,199.312,,
表格,TXT,Textron Inc.,76.59,0.75,1676700,0.88,30.62,空头,79.802,84.58,,
表格,HIG,"The Hartford Insurance Group, I",124.23,-1.16,1671700,1.05,23.59,空头,132.614,137.512,,
表格,BNS,Bank Nova Scotia Halifax Pfd 3,93.48,1.36,1668600,0.95,54.72,空头,92.819,90.528,,
表格,AFL,AFLAC Incorporated,113.72,-0.25,1657800,0.7,36.87,空头,116.056,119.678,,
表格,DB,Deutsche Bank AG,36.57,2.67,1654800,0.86,39.05,空头,38.26,38.013,,
表格,LHX,"L3Harris Technologies, Inc.",237.69,-0.15,1646600,0.99,23.81,空头,250.398,268.992,,
表格,CNI,Canadian National Railway Compa,120.93,0.84,1644700,1.14,46.32,多头,121.287,124.577,,
表格,USFD,US Foods Holding Corp.,93.33,-0.52,1640800,0.64,30.95,多头,97.098,101.565,,
表格,TTMI,"TTM Technologies, Inc.",129.17,1.72,1639700,0.91,55.82,多头,122.666,124.526,,
表格,AON,Aon plc,277.99,0.69,1633000,0.75,24.83,空头,304.572,337.487,,
表格,AMX,"America Movil, S.A.B. de C.V.",22.03,-0.09,1621100,0.6,26.88,空头,22.777,23.813,,
表格,LIN,Linde plc,469.89,0.37,1618600,0.82,46.69,多头,469.958,482.979,,
表格,CIEN,Ciena Corporation,356.91,-0.42,1616900,0.58,48.13,多头,357.323,376.867,,
表格,NTRA,"Natera, Inc.",412.56,0.92,1612400,1.15,83.74,多头,359.357,316.504,,
表格,TER,"Teradyne, Inc.",398.38,2.75,1605600,0.63,58.12,多头,372.542,368.898,,
表格,TOL,"Toll Brothers, Inc.",137.34,1.04,1596700,1.58,46.43,多头,137.784,144.404,,
表格,TXRH,"Texas Roadhouse, Inc.",159.75,-1.11,1578700,1.54,17.42,空头,175.646,192.763,,
表格,GH,"Guardant Health, Inc.",177.25,0.45,1578400,0.84,59.43,多头,171.01,162.756,,
表格,ARES,Ares Management Corporation,122.01,1.58,1575600,0.72,36.39,空头,128.463,132.46,,
表格,GMED,"Globus Medical, Inc.",74.52,0.34,1563400,1.06,39.1,多头,76.348,79.642,,
表格,HAS,"Hasbro, Inc.",88.09,1.47,1562000,1.01,41.77,多头,89.568,91.348,,
表格,TTE,TotalEnergies SE,90.94,-1.03,1557300,1.0,53.95,空头,90.426,88.242,,
表格,SAP,SAP  SE,210.68,0.75,1557200,0.76,52.13,空头,210.704,200.864,,
表格,IFF,International Flavors & Fragran,85.69,-0.19,1554000,0.93,56.91,空头,84.625,82.847,,
表格,FER,Ferrovial N.V.,55.83,0.81,1540700,1.09,38.6,多头,56.877,60.908,,
表格,HLT,Hilton Worldwide Holdings Inc.,313.96,0.59,1532700,0.91,51.38,多头,311.285,317.866,,
表格,FDXF,"FedEx Freight Holding Company, ",113.18,-0.55,1531500,0.91,30.78,空头,123.857,135.72,,
表格,WCN,"Waste Connections, Inc.",155.56,-0.24,1524400,1.36,32.13,多头,159.21,164.477,,
表格,CB,Chubb Limited,333.37,-0.44,1522400,0.95,38.73,空头,338.654,344.085,,
表格,JBHT,"J.B. Hunt Transport Services, I",225.46,-1.61,1517700,1.3,27.67,空头,249.547,266.897,,
表格,ITT,ITT Inc.,206.26,-3.6,1511300,1.95,51.89,多头,204.93,203.739,,
表格,BF-B,Brown Forman Inc,26.16,0.62,1504800,0.56,45.54,多头,26.478,27.102,,
表格,FTAI,FTAI Aviation Ltd.,175.06,0.3,1503000,1.08,38.19,空头,188.928,202.147,,
表格,WMG,Warner Music Group Corp.,27.14,-0.55,1502900,0.8,43.99,空头,27.768,27.296,,
表格,RGEN,Repligen Corporation,189.68,-0.51,1502400,1.52,67.55,多头,177.307,165.017,,
表格,AJG,Arthur J. Gallagher & Co.,231.1,1.75,1497300,1.07,36.89,空头,242.821,251.174,,
表格,PNW,Pinnacle West Capital Corporati,91.74,0.72,1492400,1.51,25.82,空头,95.07,98.975,,
表格,PPG,"PPG Industries, Inc.",107.52,1.13,1488800,0.89,45.94,空头,107.921,111.943,,
表格,DLR,"Digital Realty Trust, Inc.",178.61,-1.32,1483300,0.7,41.08,多头,183.95,187.16,,
表格,RCI,"Rogers Communication, Inc.",31.91,-1.08,1475900,1.29,25.04,空头,34.742,34.972,,
表格,BDX,"Becton, Dickinson and Company",183.82,2.56,1472800,0.8,54.98,空头,181.802,176.788,,
表格,UNM,Unum Group,92.09,1.08,1471400,0.73,47.4,空头,93.282,91.037,,
表格,GD,General Dynamics Corporation,336.72,0.13,1463100,1.22,23.18,空头,355.613,373.523,,
表格,STZ,"Constellation Brands, Inc.",113.63,-0.51,1456900,0.6,24.66,空头,122.116,128.74,,
表格,NXT,Nextpower Inc.,80.85,1.1,1454800,0.69,41.9,空头,83.45,91.071,,
表格,BURL,"Burlington Stores, Inc.",254.69,-0.05,1449500,0.76,40.29,多头,260.182,309.573,,
表格,NVT,nVent Electric plc,164.41,0.94,1442800,0.56,57.94,多头,157.554,156.8,,
表格,SNX,TD SYNNEX Corporation,263.03,1.37,1440900,1.51,49.87,空头,264.993,256.876,,
表格,EGO,Eldorado Gold Corporation,41.92,-0.5,1427300,0.45,49.72,多头,42.474,39.361,,
表格,NTAP,"NetApp, Inc.",201.15,1.98,1425900,0.55,60.17,多头,193.098,187.469,,
表格,STT,State Street Corporation,181.34,0.14,1424200,0.74,40.06,空头,185.444,186.896,,
表格,ETN,"Eaton Corporation, PLC",439.98,-0.0,1416900,0.68,59.19,多头,422.206,418.799,,
表格,TT,Trane Technologies plc,454.44,3.63,1406000,1.38,58.18,多头,440.71,455.232,,
表格,QRVO,"Qorvo, Inc.",117.97,1.4,1386500,0.96,63.41,空头,111.235,99.899,,
表格,MDB,"MongoDB, Inc.",410.44,-2.6,1381100,0.67,53.68,多头,400.529,386.02,,
表格,XPO,"XPO, Inc.",173.17,-1.67,1379700,1.27,34.19,空头,181.75,194.722,,
表格,SNN,"Smith & Nephew SNATS, Inc.",26.91,0.86,1377500,0.73,33.69,空头,27.901,29.354,,
表格,MT,Arcelor Mittal NY Registry Shar,70.7,-0.84,1375900,1.23,41.69,空头,73.231,72.313,,
表格,OHI,"Omega Healthcare Investors, Inc",46.28,-0.11,1373700,0.67,43.18,空头,46.753,47.624,,
表格,RELX,RELX PLC PLC,33.52,0.03,1373300,0.66,43.83,空头,34.217,34.902,,
表格,TEL,TE Connectivity plc,218.59,2.3,1370500,0.68,62.77,多头,209.028,207.62,,
表格,MTZ,"MasTec, Inc.",212.85,0.42,1360600,0.9,35.4,多头,230.429,265.901,,
表格,MAR,Marriott International,352.03,0.15,1353100,0.84,57.35,多头,344.293,352.455,,
表格,GEV,GE Vernova Inc.,957.63,0.27,1352300,0.6,51.79,多头,944.332,972.905,,
表格,JBL,Jabil Inc.,316.74,1.95,1334600,1.21,53.9,多头,308.953,317.575,,
表格,VRSK,"Verisk Analytics, Inc.",169.21,0.33,1330600,1.1,36.69,空头,177.778,186.695,,
表格,HSBC,"HSBC Holdings, plc.",100.95,0.78,1326800,1.01,43.89,空头,102.569,103.234,,
表格,MOD,Modine Manufacturing Company,198.07,0.57,1320600,1.09,54.35,多头,191.178,198.644,,
表格,SPGI,S&P Global Inc.,403.3,0.01,1316700,0.72,40.29,空头,413.518,421.067,,
表格,CCEP,Coca-Cola Europacific Partners ,101.73,1.42,1301600,0.73,43.89,空头,103.185,106.145,,
表格,IRM,Iron Mountain Incorporated (Del,111.38,-2.38,1300100,0.76,40.1,空头,115.22,119.543,,
表格,SN,"SharkNinja, Inc.",177.74,0.45,1295200,0.57,56.57,多头,172.298,172.199,,
表格,MLI,"Mueller Industries, Inc.",60.52,0.83,1287500,0.69,43.41,空头,61.216,63.422,,
表格,YUMC,"Yum China Holdings, Inc.",40.47,-1.27,1271700,0.89,28.42,空头,42.512,44.828,,
表格,ENTG,"Entegris, Inc.",151.89,2.19,1251400,0.57,59.62,多头,142.155,139.534,,
表格,WTRG,"Essential Utilities, Inc.",39.53,-0.53,1244500,0.47,36.75,空头,40.727,40.359,,
表格,PFG,Principal Financial Group Inc,114.77,0.54,1242100,0.81,51.71,多头,114.624,112.889,,
表格,ODFL,"Old Dominion Freight Line, Inc.",173.3,-0.93,1240500,0.66,28.94,多头,182.648,201.902,,
表格,PHM,"PulteGroup, Inc.",119.85,1.41,1238000,0.77,45.93,多头,120.901,125.545,,
表格,WES,"Western Midstream Partners, LP",45.6,0.55,1237700,1.51,36.04,空头,47.149,47.465,,
表格,AEM,Agnico Eagle Mines Limited,194.48,0.31,1234000,0.57,48.84,空头,197.491,183.309,,
表格,AWK,"American Water Works Company, I",130.91,-0.47,1232500,0.63,32.63,空头,135.793,135.948,,
表格,ARMK,Aramark,54.92,1.1,1230300,0.53,36.91,空头,56.831,57.636,,
表格,FERG,Ferguson Enterprises Inc.,222.74,1.17,1228000,0.9,47.24,多头,222.718,232.073,,
表格,EHC,Encompass Health Corporation,123.47,1.2,1223300,1.48,58.55,空头,121.859,119.434,,
表格,KEYS,Keysight Technologies Inc.,362.15,1.29,1221900,1.11,66.29,多头,337.212,329.463,,
表格,ELV,"Elevance Health, Inc.",396.09,-0.54,1219200,1.03,44.17,空头,404.339,395.385,,
表格,TRI,Thomson Reuters Corp,98.99,-1.33,1212700,0.77,48.26,空头,100.025,100.579,,
表格,ADP,"Automatic Data Processing, Inc.",263.67,0.21,1210300,0.54,41.19,空头,270.124,268.796,,
表格,INCY,Incyte Corporation,123.89,-0.44,1209900,0.81,48.98,多头,124.697,123.244,,
表格,CDW,CDW Corporation,135.43,-2.89,1206400,0.73,39.1,空头,145.081,141.974,,
表格,MAA,Mid-America Apartment Communiti,118.35,0.93,1192600,1.05,26.92,空头,123.156,129.324,,
表格,PFGC,Performance Food Group Company,91.55,1.36,1187900,0.79,33.9,多头,94.737,103.639,,
表格,AU,AngloGold Ashanti PLC,99.03,0.55,1181700,0.47,44.08,空头,102.893,97.862,,
表格,TKO,"TKO Group Holdings, Inc.",182.67,-1.29,1181100,1.04,41.03,空头,188.572,187.932,,
表格,GNRC,Generac Holdlings Inc.,208.14,5.09,1176100,0.75,57.07,多头,196.834,201.174,,
表格,SWK,"Stanley Black & Decker, Inc.",91.4,1.36,1171300,0.69,46.65,多头,91.935,94.661,,
表格,NBIX,"Neurocrine Biosciences, Inc.",138.4,-0.39,1171000,1.01,25.62,空头,148.895,158.96,,
表格,NVS,Novartis AG,145.46,1.32,1165700,0.45,48.03,空头,145.083,151.505,,
表格,CCK,"Crown Holdings, Inc.",108.06,2.23,1160000,1.21,35.54,空头,111.737,116.096,,
表格,LYV,"Live Nation Entertainment, Inc.",170.87,-0.11,1153200,0.58,43.39,空头,172.521,178.138,,
表格,CHRW,"C.H. Robinson Worldwide, Inc.",147.1,0.62,1152000,0.81,40.96,空头,150.744,156.467,,
表格,TW,Tradeweb Markets Inc.,101.19,0.06,1149400,0.88,44.75,空头,102.824,103.322,,
表格,RRX,Regal Rexnord Corporation,156.18,3.36,1147600,0.92,44.37,多头,157.032,174.616,,
表格,ATI,ATI Inc.,185.48,-0.39,1141400,0.56,38.41,空头,194.362,202.849,,
表格,MGA,"Magna International, Inc.",65.0,4.47,1139100,1.0,48.93,空头,64.913,67.017,,
表格,JAZZ,Jazz Pharmaceuticals plc,237.95,0.71,1129600,1.16,42.44,空头,242.476,248.808,,
表格,LMT,Lockheed Martin Corporation,519.56,-0.79,1126900,0.98,37.49,空头,535.38,555.057,,
表格,LPLA,LPL Financial Holdings Inc.,314.36,3.83,1125800,1.52,35.44,空头,333.449,347.851,,
表格,WDAY,"Workday, Inc.",189.45,-0.81,1119000,0.32,50.23,多头,190.939,180.934,,
表格,GGG,Graco Inc.,77.86,0.92,1114800,0.43,50.27,多头,77.597,78.993,,
表格,DE,Deere & Company,690.46,-0.64,1112600,0.82,58.51,多头,677.915,640.853,,
表格,IQV,"IQVIA Holdings, Inc.",270.37,-1.69,1104700,0.67,60.58,多头,264.577,247.593,,
表格,MLM,"Martin Marietta Materials, Inc.",484.3,0.87,1104400,1.3,36.09,空头,503.138,528.203,,
表格,FIVE,"Five Below, Inc.",222.6,0.1,1103200,0.84,38.27,空头,235.834,232.736,,
表格,REG,Regency Centers Corporation,73.23,0.43,1084800,0.78,38.65,空头,74.014,76.315,,
表格,ALNY,"Alnylam Pharmaceuticals, Inc.",255.96,2.55,1084500,0.68,55.84,空头,247.464,244.292,,
表格,HTHT,H World Group Limited,42.0,0.02,1079800,0.78,37.95,空头,43.53,43.343,,
表格,IT,"Gartner, Inc.",187.9,4.78,1070600,1.0,53.7,多头,184.309,177.172,,
表格,EXR,Extra Space Storage Inc,133.35,0.85,1061200,0.7,36.24,空头,137.1,142.263,,
表格,ATO,Atmos Energy Corporation,157.21,0.51,1040400,1.04,27.73,空头,162.088,168.238,,
表格,COR,"Cencora, Inc.",306.92,-0.95,1038500,0.83,39.52,空头,316.959,317.254,,
表格,PRU,"Prudential Financial, Inc.",119.45,0.59,1023400,0.64,52.03,空头,118.909,119.79,,
表格,BWXT,"BWX Technologies, Inc.",138.47,-0.15,1022300,0.94,29.68,空头,149.073,160.078,,
表格,BXP,"BXP, Inc.",63.4,1.81,1022100,0.74,40.93,空头,64.828,67.493,,
表格,TROW,"T. Rowe Price Group, Inc.",105.51,1.19,1021300,0.68,44.3,多头,105.996,110.149,,
表格,HCA,"HCA Healthcare, Inc.",435.61,2.86,1020200,0.66,59.27,多头,423.963,410.357,,
表格,MFC,Manulife Financial Corporation,43.86,0.85,1020200,0.57,52.96,多头,43.689,43.497,,
表格,TD,Toronto Dominion Bank (The),120.65,1.17,1018000,0.58,49.33,空头,120.951,120.717,,
表格,RJF,"Raymond James Financial, Inc.",159.87,0.7,1012100,0.72,32.26,空头,167.432,173.333,,
表格,GWRE,"Guidewire Software, Inc.",145.56,-3.6,1009100,0.6,40.09,空头,156.779,164.4,,
表格,ITW,Illinois Tool Works Inc.,274.32,0.85,1007300,0.81,51.81,多头,272.22,279.735,,
表格,ECL,Ecolab Inc.,279.49,1.5,1006100,0.83,55.04,多头,276.12,277.455,,
表格,SCI,Service Corporation Internation,77.84,0.12,1005700,1.13,37.89,空头,79.732,81.693,,
表格,CHD,"Church & Dwight Company, Inc.",96.38,1.1,997600,0.55,47.04,多头,96.544,98.556,,
表格,HSY,The Hershey Company,166.37,-0.31,989200,0.69,32.82,空头,171.941,176.767,,
表格,TIGO,Millicom International Cellular,92.63,1.79,988300,1.29,45.84,空头,94.089,94.736,,
表格,NUE,Nucor Corporation,247.25,-0.29,979900,0.81,44.12,多头,252.718,255.54,,
表格,MTSI,MACOM Technology Solutions Hold,285.57,0.22,971600,0.73,55.52,多头,272.812,273.768,,
表格,ICLR,ICON plc,172.33,-0.9,965900,1.02,55.02,多头,168.094,167.326,,
表格,AER,AerCap Holdings N.V.,149.21,2.61,958200,0.83,60.17,多头,144.538,147.526,,
表格,BIIB,Biogen Inc.,227.6,0.55,958000,1.05,62.77,多头,219.818,212.957,,
表格,CHKP,Check Point Software Technologi,131.24,-3.71,949000,0.78,45.76,多头,134.886,132.401,,
表格,SSNC,"SS&C Technologies Holdings, Inc",78.61,0.14,945800,0.56,43.55,空头,80.145,79.032,,
表格,EVR,Evercore Inc.,262.91,2.33,944100,1.95,34.76,空头,274.657,297.829,,
表格,TRGP,"Targa Resources, Inc.",277.84,-1.88,941300,0.83,41.3,空头,285.999,281.673,,
表格,LDOS,"Leidos Holdings, Inc.",123.61,0.21,939800,0.72,39.32,空头,128.825,128.716,,
表格,NGG,"National Grid Transco, PLC Nati",75.49,0.35,929200,0.98,37.45,多头,77.032,79.386,,
表格,FTS,Fortis Inc.,53.09,0.02,927900,1.26,34.64,空头,54.221,55.571,,
表格,ULS,UL Solutions Inc.,66.05,0.36,926900,1.11,31.91,多头,69.07,76.566,,
表格,SJM,The J.M. Smucker Company,121.0,-0.54,925100,0.65,45.01,多头,122.845,121.686,,
表格,NTRS,Northern Trust Corporation,175.73,0.7,924500,0.95,40.02,空头,179.741,182.826,,
表格,SPG,"Simon Property Group, Inc.",204.82,0.06,913400,0.7,38.5,空头,207.202,215.707,,
表格,VSAT,"ViaSat, Inc.",73.02,-0.95,912700,0.52,48.08,空头,73.74,75.294,,
表格,FUTU,Futu Holdings Limited,111.87,2.38,903900,1.04,48.06,空头,113.105,110.887,,
表格,FORM,"FormFactor, Inc.",129.69,0.5,896500,0.78,62.91,多头,116.454,112.012,,
表格,SBAC,SBA Communications Corporation,166.15,0.02,886400,0.93,28.38,空头,178.562,181.25,,
表格,EQIX,"Equinix, Inc.",1008.08,-2.58,882400,1.72,42.12,多头,1034.978,1042.565,,
表格,AXON,"Axon Enterprise, Inc.",430.11,-3.35,877300,0.83,33.71,空头,484.706,538.388,,
表格,HUBS,"HubSpot, Inc.",213.74,-3.53,869900,0.51,42.23,空头,229.118,231.319,,
表格,RSG,"Republic Services, Inc.",212.1,-0.29,854400,0.49,36.24,空头,217.702,217.598,,
表格,L,Loews Corporation,104.82,-0.24,843600,0.82,24.44,空头,107.945,111.705,,
表格,PNFP,"Pinnacle Financial Partners, In",94.97,1.16,842000,0.82,36.96,空头,97.686,101.275,,
表格,SPOT,Spotify Technology S.A.,510.01,-0.27,840600,0.56,44.88,空头,523.751,515.777,,
表格,BR,"Broadridge Financial Solutions,",163.77,0.68,838700,0.78,42.85,多头,167.673,166.372,,
表格,CRL,Charles River Laboratories Inte,292.84,-0.54,838300,0.87,59.88,多头,282.039,269.044,,
表格,AXSM,"Axsome Therapeutics, Inc.",195.09,-0.48,838200,1.4,38.2,空头,205.863,214.294,,
表格,Q,"Qnity Electronics, Inc.",124.69,1.95,829800,0.48,50.85,多头,122.853,128.549,,
表格,ALGN,"Align Technology, Inc.",146.78,0.79,829600,0.9,39.13,空头,152.506,163.097,,
表格,EXPD,Expeditors International of Was,187.46,2.07,823500,0.83,50.14,空头,188.212,183.894,,
表格,LH,Labcorp Holdings Inc.,309.64,0.22,821500,1.01,42.12,空头,317.695,316.491,,
表格,CMI,Cummins Inc.,525.06,0.77,812000,0.69,32.28,空头,545.581,593.012,,
表格,PBA,Pembina Pipeline Corp.,44.66,-1.72,808400,0.74,28.62,空头,46.919,48.108,,
表格,APD,"Air Products and Chemicals, Inc",281.76,-0.96,807600,0.68,36.62,多头,290.921,297.623,,
表格,TRV,"The Travelers Companies, Inc.",363.04,0.18,807600,0.54,43.83,空头,368.502,371.665,,
表格,YPF,YPF Sociedad Anonima,52.1,-2.82,806700,0.6,45.83,空头,53.477,51.879,,
表格,BIP,Brookfield Infrastructure Partn,34.76,0.93,805800,1.0,35.15,空头,36.168,38.066,,
表格,RPM,RPM International Inc.,100.44,1.75,805700,0.51,43.52,空头,101.664,106.498,,
表格,ASML,ASML Holding N.V. - New York Re,1743.94,1.24,801800,0.61,54.63,多头,1702.589,1717.255,,
表格,CORT,Corcept Therapeutics Incorporat,116.1,-2.03,800800,0.46,53.96,多头,114.152,110.787,,
表格,WAB,Westinghouse Air Brake Technolo,288.0,-0.77,789300,1.01,53.03,多头,285.666,288.959,,
表格,TS,Tenaris S.A.,55.47,-0.73,789100,0.71,48.11,空头,55.827,55.511,,
表格,RY,Royal Bank Of Canada,201.98,1.24,787200,0.75,43.17,空头,204.472,207.893,,
表格,DD,"DuPont de Nemours, Inc.",131.71,1.14,780500,0.65,49.09,多头,131.147,135.832,,
表格,SCCO,Southern Copper Corporation,203.92,1.16,777100,0.7,55.1,多头,199.46,194.474,,
表格,VICR,Vicor Corporation,281.96,2.14,773400,0.87,70.45,多头,226.14,212.603,,
表格,AMP,"Ameriprise Financial, Inc.",493.0,1.62,765100,1.24,28.6,空头,533.214,546.264,,
表格,RMD,ResMed Inc.,222.0,0.05,760800,0.56,46.49,多头,224.513,220.414,,
表格,SUI,"Sun Communities, Inc.",112.26,1.02,757400,0.64,34.39,空头,115.872,119.702,,
表格,VRTX,Vertex Pharmaceuticals Incorpor,526.19,0.73,756200,0.73,53.28,多头,522.031,514.307,,
表格,ROP,"Roper Technologies, Inc.",358.56,-1.5,753400,0.89,29.47,空头,381.662,390.835,,
表格,RL,Ralph Lauren Corporation,357.1,1.78,752700,1.03,54.85,多头,346.505,364.085,,
表格,FN,Fabrinet,417.39,4.78,743100,0.94,49.11,多头,411.02,455.131,,
表格,DGX,Quest Diagnostics Incorporated,236.32,-0.11,741700,0.67,47.29,空头,238.961,235.705,,
表格,ARXS,"Arxis, Inc.",50.12,-2.3,740400,0.88,43.71,多头,51.457,51.705,,
表格,SANM,Sanmina Corporation,224.77,1.3,738600,1.22,63.13,多头,206.888,200.901,,
表格,THC,Tenet Healthcare Corporation,259.71,4.08,735100,0.87,49.96,空头,260.885,255.663,,
表格,PSA,Public Storage,287.97,1.2,730600,0.81,36.26,空头,296.669,309.869,,
表格,SKM,"SK Telecom Co., Ltd.",36.3,1.48,715600,0.5,48.32,多头,36.548,35.988,,
表格,UMBF,UMB Financial Corporation,135.82,0.61,713800,1.07,40.33,空头,137.846,142.456,,
表格,PTC,PTC Inc.,138.12,0.52,698900,0.4,48.18,多头,138.913,140.031,,
表格,NWS,News Corporation,31.75,0.6,698000,0.52,39.33,空头,32.852,32.871,,
表格,MKSI,MKS Inc.,260.82,1.1,683200,0.51,47.97,多头,259.663,282.633,,
表格,CRS,Carpenter Technology Corporatio,396.84,-1.0,682700,0.8,24.49,空头,432.687,498.017,,
表格,FOX,Fox Corporation,56.54,-1.15,676000,0.5,43.11,空头,58.158,56.745,,
表格,SUN,Sunoco LP,74.76,-1.41,670700,1.08,46.58,空头,76.09,75.323,,
表格,SEIC,SEI Investments Company,105.65,0.83,666400,0.74,48.1,多头,106.128,105.578,,
表格,WAT,Waters Corporation,433.54,0.75,662500,1.0,64.15,多头,418.113,403.603,,
表格,MTB,M&T Bank Corporation,221.19,1.16,660700,0.6,30.68,空头,230.356,240.663,,
表格,ALLE,Allegion plc,154.47,1.31,654800,0.46,49.82,多头,154.336,156.512,,
表格,PWR,"Quanta Services, Inc.",649.13,0.87,653600,0.75,54.44,多头,634.788,641.427,,
表格,MCO,Moody's Corporation,468.7,0.29,651100,0.93,43.19,多头,476.281,484.788,,
表格,J,Jacobs Solutions Inc.,138.37,2.25,644900,0.79,40.54,空头,142.745,142.355,,
表格,UHS,"Universal Health Services, Inc.",178.86,1.06,643800,0.82,56.5,空头,175.738,169.96,,
表格,H,Hyatt Hotels Corporation,158.48,-0.35,639600,0.81,38.58,空头,162.132,172.761,,
表格,LOGI,Logitech International S.A. - R,101.09,1.54,633300,0.81,51.51,空头,100.498,100.487,,
表格,WSM,"Williams-Sonoma, Inc.",231.9,1.42,624200,0.49,53.56,多头,228.27,232.842,,
