类型,代码,名称,价格,涨跌%,成交量,相对量,RSI,SAR,EMA20,50日均线,信号,AI点评
表格,KNX,Knight-Swift Transportation Hol,66.17,-1.49,750299,0.21,41.61,空头,68.018,70.066,,
表格,VLTO,Veralto Corp,97.135,1.31,746336,0.45,54.77,多头,96.048,96.089,,
表格,HWM,Howmet Aerospace Inc.,232.42,1.59,741863,0.18,38.54,空头,240.43,264.972,,
表格,AU,AngloGold Ashanti PLC,97.74,-1.01,741139,0.28,41.62,空头,103.205,96.865,,
表格,CCEP,Coca-Cola Europacific Partners ,100.305,0.62,740868,0.43,37.22,空头,103.49,106.275,,
表格,AME,"AMETEK, Inc.",246.81,0.15,739075,0.53,59.32,多头,239.421,241.747,,
表格,ENTG,"Entegris, Inc.",146.98,-2.62,736103,0.35,55.9,多头,139.949,138.902,,
表格,DXCM,"DexCom, Inc.",87.125,-0.69,733665,0.18,50.98,多头,87.283,84.616,,
表格,WTRG,"Essential Utilities, Inc.",40.03,-0.37,730013,0.28,41.16,空头,40.938,40.301,,
表格,CHRW,"C.H. Robinson Worldwide, Inc.",147.02,-1.77,729477,0.54,40.32,空头,151.403,158.58,,
表格,TTWO,"Take-Two Interactive Software, ",207.36,0.5,727463,0.25,36.89,空头,216.546,230.951,,
表格,EVRG,"Evergy, Inc.",78.13,-0.37,724548,0.33,31.85,空头,80.575,82.355,,
表格,PNC,"PNC Financial Services Group, I",222.335,-0.76,724190,0.44,24.93,空头,237.193,245.943,,
表格,ALC,Alcon Inc.,64.695,-1.06,718965,0.48,31.35,空头,67.833,70.077,,
表格,DOCN,"DigitalOcean Holdings, Inc.",142.94,1.23,712939,0.26,61.29,多头,127.793,123.058,,
表格,ETR,Entergy Corporation,98.795,-0.44,711864,0.25,26.86,空头,103.899,107.297,,
表格,TEAM,Atlassian Corporation,193.96,-0.57,711569,0.19,65.71,多头,183.883,150.484,,
表格,CIEN,Ciena Corporation,361.25,1.5,710171,0.26,49.57,多头,356.673,378.56,,
表格,FTAI,FTAI Aviation Ltd.,179.71,-3.39,709698,0.51,40.62,空头,191.136,203.286,,
表格,HLT,Hilton Worldwide Holdings Inc.,311.97,1.55,696552,0.42,48.56,多头,311.233,318.443,,
表格,PRU,"Prudential Financial, Inc.",119.17,1.34,695637,0.43,50.58,空头,119.007,119.669,,
表格,USFD,US Foods Holding Corp.,94.66,0.78,687409,0.28,35.45,多头,97.928,101.754,,
表格,MLM,"Martin Marietta Materials, Inc.",483.02,-1.51,683979,0.85,34.59,空头,506.281,531.477,,
表格,DLTR,"Dollar Tree, Inc.",114.69,1.35,678733,0.22,38.28,空头,119.494,125.569,,
表格,ASML,ASML Holding N.V. - New York Re,1731.87,-0.73,674416,0.53,53.61,空头,1694.185,1719.515,,
表格,SPGI,S&P Global Inc.,404.56,-0.48,670283,0.37,40.37,空头,415.952,422.975,,
表格,DG,Dollar General Corporation,123.445,2.36,669394,0.23,48.45,空头,124.428,124.414,,
表格,IFF,International Flavors & Fragran,85.78,0.08,669124,0.41,57.62,空头,84.372,82.46,,
表格,TKO,"TKO Group Holdings, Inc.",181.84,-3.83,668049,0.6,40.8,空头,188.957,187.816,,
表格,STT,State Street Corporation,181.23,0.71,661112,0.4,39.59,空头,186.476,187.112,,
表格,CRL,Charles River Laboratories Inte,298.12,7.5,655989,0.7,64.75,多头,280.787,266.706,,
表格,ISRG,"Intuitive Surgical, Inc.",401.1,0.7,653707,0.28,63.6,多头,381.827,373.642,,
表格,OHI,"Omega Healthcare Investors, Inc",46.56,0.84,652518,0.33,46.12,空头,46.864,47.704,,
表格,WCN,"Waste Connections, Inc.",156.15,0.48,651481,0.62,33.7,多头,160.05,165.136,,
表格,UNM,Unum Group,92.4,-2.18,650993,0.33,47.91,空头,93.551,90.905,,
表格,ES,Eversource Energy (D/B/A),64.425,-0.75,648938,0.29,28.66,空头,67.992,70.582,,
表格,FDXF,"FedEx Freight Holding Company, ",115.12,-3.44,645418,0.4,32.75,空头,125.785,136.988,,
表格,SAP,SAP  SE,209.25,-0.65,642667,0.3,50.44,多头,210.738,198.79,,
表格,AMGN,Amgen Inc.,405.23,-0.21,642153,0.22,52.0,多头,400.822,401.541,,
表格,TTE,TotalEnergies SE,91.64,-0.03,640810,0.41,57.16,空头,90.348,87.995,,
表格,NGG,"National Grid Transco, PLC Nati",75.355,0.14,636248,0.72,36.28,空头,77.273,79.65,,
表格,SNPS,"Synopsys, Inc.",422.29,2.23,636027,0.3,58.31,空头,400.833,400.798,,
表格,PPG,"PPG Industries, Inc.",106.19,-0.94,629541,0.39,41.25,空头,107.991,112.285,,
表格,FERG,Ferguson Enterprises Inc.,221.51,0.15,627948,0.45,44.93,空头,223.016,232.479,,
表格,IQV,"IQVIA Holdings, Inc.",272.81,1.85,624474,0.39,65.51,多头,263.083,245.086,,
表格,CAH,"Cardinal Health, Inc.",224.755,1.57,623420,0.39,38.77,空头,231.831,232.997,,
表格,BTSG,"BrightSpring Health Services, I",56.005,0.4,614920,0.24,39.3,空头,58.629,62.305,,
表格,WRB,W.R. Berkley Corporation,67.81,0.21,613883,0.17,39.06,空头,69.328,70.524,,
表格,AJG,Arthur J. Gallagher & Co.,228.095,-0.67,610288,0.44,32.8,空头,245.619,252.009,,
表格,PHM,"PulteGroup, Inc.",118.06,-0.55,606323,0.39,40.53,多头,120.939,125.777,,
表格,LHX,"L3Harris Technologies, Inc.",240.67,0.61,605821,0.36,27.65,空头,253.258,270.864,,
表格,MPLX,MPLX LP,58.263,-0.93,603853,0.48,45.2,多头,58.927,58.387,,
表格,RBA,"RB Global, Inc.",82.445,-0.46,602096,0.34,38.53,多头,84.602,93.243,,
表格,HAS,"Hasbro, Inc.",86.745,0.26,599841,0.41,34.62,空头,90.018,91.074,,
表格,TRMB,Trimble Inc.,58.165,-1.95,599426,0.16,49.87,空头,58.312,57.448,,
表格,AXON,"Axon Enterprise, Inc.",442.555,-1.79,598630,0.6,35.09,空头,493.72,542.208,,
表格,FTI,TechnipFMC plc,71.155,-0.12,598291,0.2,37.72,空头,74.277,74.587,,
表格,TD,Toronto Dominion Bank (The),119.37,-0.03,597030,0.32,45.66,空头,120.881,120.827,,
表格,VMC,Vulcan Materials Company (Holdi,242.98,-0.58,590386,0.53,32.5,空头,254.166,270.333,,
表格,ELS,"Equity Lifestyle Properties, In",59.6,-0.13,587421,0.38,30.29,空头,61.603,63.871,,
表格,VRSK,"Verisk Analytics, Inc.",170.075,-1.0,585140,0.47,37.13,空头,179.559,187.748,,
表格,RGEN,Repligen Corporation,189.285,2.58,584120,0.63,69.71,多头,174.724,163.394,,
表格,TXT,Textron Inc.,76.87,0.08,582353,0.32,29.5,空头,80.487,85.095,,
表格,TEL,TE Connectivity plc,214.9,0.24,581596,0.28,59.41,多头,207.553,207.05,,
表格,ADP,"Automatic Data Processing, Inc.",262.63,-0.4,579610,0.26,40.3,空头,271.0,268.137,,
表格,BRO,"Brown & Brown, Inc.",60.885,-1.32,579562,0.29,26.65,空头,66.879,69.503,,
表格,ROKU,"Roku, Inc.",153.625,0.09,578460,0.25,48.01,多头,154.729,151.925,,
表格,CPT,Camden Property Trust,98.115,0.45,573101,0.57,24.64,空头,102.746,107.928,,
表格,LYV,"Live Nation Entertainment, Inc.",169.24,0.12,572177,0.29,38.8,空头,172.817,178.454,,
表格,EXEL,"Exelixis, Inc.",57.39,1.16,571751,0.26,54.14,空头,56.815,55.45,,
表格,TER,"Teradyne, Inc.",386.485,-0.68,561317,0.22,55.86,多头,366.865,366.215,,
表格,OMC,Omnicom Group Inc.,74.87,-0.82,557788,0.17,33.24,空头,79.42,81.909,,
表格,AWK,"American Water Works Company, I",132.52,-0.41,552728,0.28,36.41,空头,136.693,135.91,,
表格,VEEV,Veeva Systems Inc.,272.46,0.63,551694,0.28,62.08,多头,262.853,238.614,,
表格,BJ,"BJ's Wholesale Club Holdings, I",92.125,2.38,551489,0.35,49.05,空头,92.362,93.578,,
表格,EGP,"EastGroup Properties, Inc.",204.31,0.84,550529,1.16,59.68,多头,200.955,204.745,,
表格,DEO,Diageo plc,86.97,1.0,547382,0.55,44.55,空头,88.162,89.353,,
表格,NVT,nVent Electric plc,161.02,-1.12,544993,0.21,54.68,多头,156.039,156.476,,
表格,DTE,DTE Energy Company,122.3,-0.48,544833,0.35,17.82,空头,130.586,137.156,,
表格,QRVO,"Qorvo, Inc.",117.565,-1.69,541568,0.38,63.95,多头,109.82,98.534,,
表格,DLR,"Digital Realty Trust, Inc.",182.245,0.44,541348,0.25,45.97,多头,184.596,186.846,,
表格,BMRN,BioMarin Pharmaceutical Inc.,61.31,-1.45,540981,0.28,36.85,空头,64.47,63.895,,
表格,CNI,Canadian National Railway Compa,120.87,1.15,536353,0.38,45.43,空头,121.601,124.805,,
表格,TROW,"T. Rowe Price Group, Inc.",104.283,-0.27,531750,0.37,36.98,多头,106.241,110.647,,
表格,STZ,"Constellation Brands, Inc.",115.51,-0.91,527472,0.22,27.04,空头,123.746,129.447,,
表格,ASND,Ascendis Pharma A/S,226.83,1.66,522788,0.64,34.23,空头,247.22,252.552,,
表格,WPC,W. P. Carey Inc. REIT,65.8,-1.04,521472,0.35,22.82,空头,68.489,71.391,,
表格,PNW,Pinnacle West Capital Corporati,91.45,-0.65,520620,0.53,21.3,空头,95.725,99.572,,
表格,FER,Ferrovial N.V.,55.49,0.38,518369,0.37,35.35,多头,57.088,61.224,,
表格,TRI,Thomson Reuters Corp,99.7,1.27,516462,0.32,48.87,空头,100.474,100.535,,
表格,ATI,ATI Inc.,187.38,1.74,516204,0.25,40.12,空头,196.353,203.013,,
表格,PFG,Principal Financial Group Inc,113.75,-0.15,513819,0.35,48.78,多头,114.669,112.801,,
表格,MGA,"Magna International, Inc.",62.31,-2.23,510731,0.43,39.33,空头,65.046,67.102,,
表格,TXRH,"Texas Roadhouse, Inc.",160.36,-2.72,510683,0.54,17.04,空头,178.442,193.94,,
表格,BDX,"Becton, Dickinson and Company",181.04,-0.81,505801,0.28,50.71,多头,181.656,175.747,,
表格,REG,Regency Centers Corporation,72.94,0.29,505721,0.39,32.29,空头,74.172,76.595,,
表格,SCI,Service Corporation Internation,77.98,0.17,501565,0.59,37.95,空头,80.151,81.717,,
表格,AFL,AFLAC Incorporated,115.17,-0.05,497982,0.21,40.64,多头,116.592,119.991,,
表格,QSR,Restaurant Brands International,71.215,-0.62,494724,0.15,34.22,空头,74.909,75.254,,
表格,ETN,"Eaton Corporation, PLC",439.855,0.25,493884,0.24,59.76,多头,418.048,417.29,,
表格,MLI,"Mueller Industries, Inc.",60.3,-0.05,493880,0.27,41.16,空头,61.457,63.343,,
表格,VICR,Vicor Corporation,278.91,-1.5,493141,0.62,70.49,多头,215.263,211.466,,
表格,EXR,Extra Space Storage Inc,132.5,-1.0,491732,0.35,32.97,空头,137.822,142.733,,
表格,RRX,Regal Rexnord Corporation,150.445,-1.3,490443,0.39,35.89,空头,157.547,176.932,,
表格,UNP,Union Pacific Corporation,273.71,-0.66,489620,0.2,33.44,空头,284.719,292.771,,
表格,CDW,CDW Corporation,140.62,-3.79,489182,0.3,44.31,空头,146.158,141.619,,
表格,DE,Deere & Company,695.69,-1.94,488950,0.37,61.28,多头,673.898,636.766,,
表格,CB,Chubb Limited,336.46,0.37,485224,0.3,43.59,空头,339.74,344.317,,
表格,PTC,PTC Inc.,137.11,-2.34,479111,0.28,47.11,多头,138.884,139.482,,
表格,GD,General Dynamics Corporation,341.62,-0.5,478967,0.42,25.32,空头,359.677,374.717,,
表格,BURL,"Burlington Stores, Inc.",256.63,-0.27,475447,0.24,41.25,多头,261.36,313.408,,
表格,Q,"Qnity Electronics, Inc.",122.43,-1.66,473510,0.28,47.87,多头,122.469,129.07,,
表格,SBAC,SBA Communications Corporation,167.53,-1.76,473194,0.52,29.93,空头,180.572,181.83,,
表格,CME,CME Group Inc.,269.88,-0.34,473105,0.25,45.98,空头,273.926,267.045,,
表格,CHD,"Church & Dwight Company, Inc.",96.315,0.31,467440,0.25,45.7,多头,96.71,98.639,,
表格,COR,"Cencora, Inc.",312.54,0.08,466054,0.37,44.2,空头,318.713,316.948,,
表格,FUTU,Futu Holdings Limited,109.71,-0.25,462493,0.46,44.3,空头,113.253,110.31,,
表格,SQM,Sociedad Quimica y Minera S.A.,67.71,-1.98,459587,0.45,39.05,空头,71.708,71.577,,
表格,MOD,Modine Manufacturing Company,197.67,2.36,456196,0.38,53.98,多头,189.957,199.941,,
表格,MAA,Mid-America Apartment Communiti,118.305,0.45,454905,0.43,23.68,空头,124.268,129.927,,
表格,GNRC,Generac Holdlings Inc.,199.25,-0.09,454047,0.3,51.86,多头,194.792,201.751,,
表格,WAT,Waters Corporation,428.275,1.83,448963,0.71,61.91,多头,415.324,401.439,,
表格,MAR,Marriott International,352.43,0.22,435159,0.26,57.46,多头,343.017,353.245,,
表格,ELV,"Elevance Health, Inc.",395.34,-0.81,434972,0.38,44.12,空头,405.3,394.554,,
表格,BWXT,"BWX Technologies, Inc.",141.27,-0.38,431078,0.38,32.28,空头,151.117,161.472,,
表格,YPF,YPF Sociedad Anonima,53.72,-0.39,429614,0.33,52.1,空头,53.653,51.746,,
表格,DOV,Dover Corporation,188.35,-0.36,428349,0.32,38.88,多头,191.816,200.325,,
表格,NBIX,"Neurocrine Biosciences, Inc.",138.77,-0.52,425114,0.37,26.19,空头,150.858,160.215,,
表格,FROG,JFrog Ltd.,94.38,2.22,422752,0.22,55.23,多头,91.876,88.859,,
表格,HUM,Humana Inc.,378.04,0.87,418833,0.45,42.1,空头,388.823,387.177,,
表格,TIGO,Millicom International Cellular,91.705,-0.21,418546,0.52,42.87,空头,94.352,94.816,,
表格,TW,Tradeweb Markets Inc.,100.265,0.03,410522,0.33,41.69,空头,103.238,103.318,,
表格,TRGP,"Targa Resources, Inc.",282.92,-0.03,409758,0.36,46.04,空头,287.313,281.585,,
表格,MDB,"MongoDB, Inc.",418.91,-2.21,406521,0.21,56.57,多头,396.337,382.44,,
表格,CCK,"Crown Holdings, Inc.",107.065,-2.43,405519,0.45,27.79,空头,112.554,116.328,,
表格,ROST,"Ross Stores, Inc.",236.34,1.01,401938,0.19,55.79,多头,231.442,237.394,,
表格,CMI,Cummins Inc.,518.3,-1.21,401205,0.35,28.58,空头,549.816,598.114,,
表格,IRM,Iron Mountain Incorporated (Del,114.55,-0.47,400872,0.24,45.88,多头,115.473,119.828,,
表格,LMT,Lockheed Martin Corporation,528.78,0.78,400122,0.35,42.02,空头,539.042,554.754,,
表格,SPOT,Spotify Technology S.A.,510.06,-0.07,398661,0.27,43.99,空头,527.403,514.754,,
表格,AMP,"Ameriprise Financial, Inc.",485.42,-3.45,397280,0.73,23.55,空头,540.473,547.306,,
表格,KEYS,Keysight Technologies Inc.,357.145,1.07,394296,0.34,64.03,多头,333.052,327.975,,
表格,TT,Trane Technologies plc,440.28,0.73,391838,0.37,47.62,多头,439.582,456.481,,
表格,PWR,"Quanta Services, Inc.",648.51,2.14,391067,0.43,54.05,多头,632.833,641.289,,
表格,DGX,Quest Diagnostics Incorporated,235.68,1.15,387983,0.39,46.27,空头,239.621,234.488,,
表格,WDAY,"Workday, Inc.",191.095,-0.67,385971,0.11,51.6,多头,191.342,179.127,,
表格,ALNY,"Alnylam Pharmaceuticals, Inc.",247.78,0.52,384810,0.24,51.08,空头,245.929,245.35,,
表格,ATO,Atmos Energy Corporation,156.73,0.31,377777,0.39,25.19,空头,163.204,168.972,,
表格,XPO,"XPO, Inc.",180.745,0.46,375370,0.36,42.15,空头,183.614,196.279,,
表格,BNS,Bank Nova Scotia Halifax Pfd 3,91.85,-0.43,373514,0.18,49.02,空头,92.61,90.368,,
表格,SCCO,Southern Copper Corporation,201.38,-0.28,373310,0.33,53.72,多头,198.302,193.29,,
表格,HIG,"The Hartford Insurance Group, I",126.135,-0.36,372476,0.24,26.38,空头,134.091,137.861,,
表格,BNTX,BioNTech SE,98.705,0.25,372064,0.34,49.04,空头,99.194,97.598,,
表格,HSY,The Hershey Company,168.71,0.15,371979,0.27,36.83,空头,173.146,176.953,,
表格,CM,Canadian Imperial Bank of Comme,111.4,-0.04,371271,0.3,39.01,空头,114.739,117.225,,
表格,BG,Bunge Limited,111.455,-0.02,370337,0.18,40.45,空头,116.668,115.097,,
表格,SN,"SharkNinja, Inc.",172.4,2.32,370109,0.17,50.84,多头,171.503,171.258,,
表格,INCY,Incyte Corporation,123.38,-1.01,368331,0.26,48.27,多头,124.501,122.842,,
表格,GGG,Graco Inc.,77.643,-0.93,367130,0.14,48.77,多头,77.607,78.874,,
表格,VSAT,"ViaSat, Inc.",75.955,3.09,366773,0.21,53.46,空头,73.93,75.161,,
表格,ODFL,"Old Dominion Freight Line, Inc.",175.605,-1.19,360459,0.19,31.11,多头,184.382,204.137,,
表格,EXPD,Expeditors International of Was,184.325,-1.97,358989,0.38,44.02,空头,188.47,183.601,,
表格,NUE,Nucor Corporation,248.93,0.79,357003,0.3,45.4,多头,254.154,255.152,,
表格,HUBS,"HubSpot, Inc.",222.81,-1.42,355486,0.21,45.72,空头,232.098,231.509,,
表格,KSPI,Joint Stock Company Kaspi.kz - ,93.04,-0.87,352549,0.52,36.99,空头,98.15,95.071,,
表格,VRTX,Vertex Pharmaceuticals Incorpor,521.455,0.99,347109,0.34,49.98,多头,522.114,512.727,,
表格,BIIB,Biogen Inc.,225.845,-0.74,346600,0.4,60.83,多头,218.251,212.011,,
表格,ECL,Ecolab Inc.,275.395,-0.48,342162,0.27,48.59,多头,275.724,277.232,,
表格,SJM,The J.M. Smucker Company,123.045,0.52,341901,0.22,49.96,空头,123.357,121.29,,
表格,AER,AerCap Holdings N.V.,144.585,-0.12,340768,0.3,50.05,多头,143.931,147.524,,
表格,PFGC,Performance Food Group Company,91.0,0.23,339340,0.22,30.45,多头,95.473,104.449,,
表格,SSNC,"SS&C Technologies Holdings, Inc",78.52,-1.51,338476,0.21,42.75,空头,80.422,78.648,,
表格,MTSI,MACOM Technology Solutions Hold,277.32,0.54,334534,0.25,52.4,多头,269.86,273.68,,
表格,MTZ,"MasTec, Inc.",215.655,-0.86,332631,0.21,36.25,多头,233.882,271.255,,
表格,HCA,"HCA Healthcare, Inc.",431.33,-1.18,332165,0.22,59.09,多头,422.027,408.303,,
表格,DVA,DaVita Inc.,176.98,-3.36,331496,0.47,39.56,空头,184.05,197.41,,
表格,MSI,"Motorola Solutions, Inc.",459.845,-0.13,328969,0.35,46.56,空头,464.667,454.489,,
表格,PNFP,"Pinnacle Financial Partners, In",93.23,-0.18,326655,0.33,29.3,空头,98.283,101.513,,
表格,SWK,"Stanley Black & Decker, Inc.",90.3,-1.59,325501,0.19,42.94,多头,92.012,94.547,,
表格,LDOS,"Leidos Holdings, Inc.",125.225,0.43,321968,0.25,40.62,空头,130.178,128.131,,
表格,ITW,Illinois Tool Works Inc.,271.56,-0.68,321506,0.26,47.01,多头,272.076,279.918,,
表格,WST,"West Pharmaceutical Services, I",373.94,-0.51,319593,0.56,67.43,多头,356.463,350.003,,
表格,TRV,"The Travelers Companies, Inc.",364.68,1.19,318414,0.21,45.4,空头,370.05,370.504,,
表格,SEIC,SEI Investments Company,103.765,-1.02,314209,0.38,38.16,空头,106.317,105.338,,
表格,FNV,Franco-Nevada Corporation,258.51,-0.92,310327,0.4,51.54,空头,259.879,241.706,,
表格,MELI,"MercadoLibre, Inc.",1764.565,-1.93,309324,0.58,37.25,空头,1860.741,1873.285,,
表格,L,Loews Corporation,105.82,0.74,307255,0.32,31.11,空头,108.61,112.031,,
表格,RL,Ralph Lauren Corporation,350.585,3.89,306239,0.43,50.11,多头,346.306,366.258,,
表格,MTB,M&T Bank Corporation,218.425,-0.53,303858,0.28,24.7,空头,232.212,241.753,,
表格,APD,"Air Products and Chemicals, Inc",286.575,-0.14,303185,0.27,40.72,空头,292.549,298.092,,
表格,PSA,Public Storage,285.16,-0.55,301860,0.35,31.7,空头,298.55,310.982,,
表格,ALLE,Allegion plc,152.595,-0.97,300570,0.21,45.47,多头,154.385,155.832,,
表格,DD,"DuPont de Nemours, Inc.",130.745,-0.1,295603,0.24,45.98,多头,131.086,135.931,,
表格,TOL,"Toll Brothers, Inc.",135.54,0.2,294284,0.3,41.82,多头,137.86,145.079,,
表格,BR,"Broadridge Financial Solutions,",162.465,-0.6,292174,0.26,40.27,空头,168.598,165.805,,
表格,PEN,"Penumbra, Inc.",319.91,0.15,290294,0.78,47.83,多头,320.111,321.507,,
表格,SPG,"Simon Property Group, Inc.",205.055,0.44,290037,0.22,38.25,空头,207.674,216.413,,
表格,SLF,Sun Life Financial Inc.,79.37,-0.74,287754,0.28,46.67,空头,80.019,80.276,,
表格,RY,Royal Bank Of Canada,199.145,-0.15,286775,0.26,36.74,空头,204.879,208.397,,
表格,RSG,"Republic Services, Inc.",213.44,0.16,286678,0.17,38.75,空头,218.843,217.93,,
表格,H,Hyatt Hotels Corporation,158.26,0.62,284697,0.38,37.24,空头,162.932,174.009,,
表格,LSCC,Lattice Semiconductor Corporati,120.79,-0.72,282245,0.18,54.54,多头,115.796,121.538,,
表格,EHC,Encompass Health Corporation,122.95,0.61,275504,0.33,57.41,空头,121.679,118.976,,
表格,LPLA,LPL Financial Holdings Inc.,297.73,-1.57,272764,0.43,23.58,空头,338.015,348.501,,
表格,MKSI,MKS Inc.,257.91,-1.83,270607,0.21,46.47,多头,259.45,285.911,,
表格,TYL,"Tyler Technologies, Inc.",329.003,-1.06,267205,0.26,41.99,空头,343.595,333.393,,
表格,CRS,Carpenter Technology Corporatio,401.36,1.6,266462,0.31,25.59,空头,440.382,504.711,,
表格,CORT,Corcept Therapeutics Incorporat,115.09,1.9,266027,0.15,54.61,多头,113.278,109.632,,
表格,JBL,Jabil Inc.,311.365,0.85,262058,0.25,50.35,空头,308.093,317.597,,
表格,UMBF,UMB Financial Corporation,134.35,0.37,261508,0.43,34.15,空头,138.399,142.888,,
表格,UTHR,United Therapeutics Corporation,472.25,-3.51,260558,0.36,30.44,空头,498.894,513.572,,
表格,JKHY,"Jack Henry & Associates, Inc.",148.125,-0.14,259445,0.25,36.56,空头,157.536,157.56,,
表格,UHS,"Universal Health Services, Inc.",179.094,-1.27,257678,0.34,57.49,多头,175.206,168.864,,
表格,WSM,"Williams-Sonoma, Inc.",228.805,0.43,256498,0.19,50.54,空头,227.481,232.548,,
表格,ALGN,"Align Technology, Inc.",146.55,-1.09,256002,0.28,35.37,空头,153.301,164.308,,
表格,CHKP,Check Point Software Technologi,137.875,-2.33,254615,0.22,54.59,多头,135.197,132.443,,
表格,GSAT,"Globalstar, Inc.",82.68,0.22,254245,0.42,55.59,多头,82.278,81.781,,
表格,J,Jacobs Solutions Inc.,138.595,-1.79,253176,0.31,38.12,空头,143.621,142.018,,
表格,JAZZ,Jazz Pharmaceuticals plc,233.782,-0.47,252993,0.23,37.26,空头,243.06,248.817,,
表格,REGN,"Regeneron Pharmaceuticals, Inc.",792.06,-1.22,252314,0.36,49.87,空头,796.212,771.326,,
表格,FIVE,"Five Below, Inc.",227.74,0.15,252106,0.19,41.76,空头,238.401,231.56,,
表格,ONC,BeOne Medicines Ltd.,357.67,-2.01,250589,0.67,52.76,多头,355.688,346.714,,
表格,PH,Parker-Hannifin Corporation,972.79,0.16,249654,0.4,52.15,多头,961.318,985.917,,
表格,SANM,Sanmina Corporation,224.945,1.38,248484,0.41,62.84,多头,204.048,200.259,,
表格,STRL,"Sterling Infrastructure, Inc.",517.85,1.14,240849,0.42,51.26,多头,503.991,544.806,,
表格,DTM,"DT Midstream, Inc.",125.155,-0.54,238032,0.24,38.91,空头,127.337,132.532,,
表格,RPM,RPM International Inc.,98.511,-1.55,237917,0.15,36.31,空头,101.887,106.652,,
表格,NTRS,Northern Trust Corporation,173.48,-0.29,237587,0.24,34.52,空头,180.762,183.38,,
表格,FN,Fabrinet,401.88,0.26,234807,0.29,43.84,空头,411.455,457.714,,
表格,VRSN,"VeriSign, Inc.",294.164,0.3,234112,0.32,51.8,多头,294.059,286.627,,
表格,MCK,McKesson Corporation,880.265,-0.03,232104,0.24,49.33,空头,885.467,870.56,,
表格,URI,"United Rentals, Inc.",1023.575,-0.82,228971,0.53,47.24,多头,1025.249,1066.175,,
表格,MCO,Moody's Corporation,467.75,-1.29,224621,0.32,42.4,多头,477.918,486.464,,
表格,WWD,"Woodward, Inc.",326.91,0.21,223997,0.3,39.44,多头,333.49,358.171,,
表格,STLD,"Steel Dynamics, Inc.",236.06,0.76,223603,0.22,47.09,空头,238.381,243.886,,
表格,MSCI,MSCI Inc.,557.65,0.35,220657,0.45,48.8,多头,557.313,567.583,,
表格,TLN,Talen Energy Corporation,302.34,0.67,219171,0.29,45.57,空头,304.903,328.085,,
表格,CASY,"Caseys General Stores, Inc.",597.83,0.09,216940,0.31,26.81,空头,665.228,779.63,,
表格,AZO,"AutoZone, Inc.",2862.32,0.67,216610,0.62,43.2,多头,2904.565,2983.367,,
表格,RMD,ResMed Inc.,221.34,-0.43,216287,0.15,45.55,多头,225.018,219.527,,
表格,EWBC,"East West Bancorp, Inc.",125.29,0.64,215585,0.25,39.39,空头,128.084,130.503,,
表格,FICO,Fair Isaac Corporation,876.7,-0.33,215178,0.54,30.12,空头,993.582,1098.255,,
表格,AIZ,"Assurant, Inc.",263.86,-1.16,211730,0.63,29.19,空头,279.417,280.998,,
表格,IT,"Gartner, Inc.",177.535,-0.55,207241,0.18,45.69,多头,184.302,175.337,,
表格,LH,Labcorp Holdings Inc.,305.51,0.5,206603,0.27,37.97,空头,319.047,315.054,,
表格,LECO,"Lincoln Electric Holdings, Inc.",266.4,0.38,206027,0.45,49.9,多头,265.145,268.67,,
表格,GWRE,"Guidewire Software, Inc.",150.91,-1.3,204409,0.12,43.24,空头,158.713,164.266,,
表格,SITM,SiTime Corporation,627.11,2.99,203534,0.48,53.83,多头,601.22,598.026,,
表格,ARGX,argenx SE,952.38,0.69,200817,0.86,42.67,空头,984.828,944.488,,
表格,ESS,"Essex Property Trust, Inc.",273.355,-0.04,200115,0.35,41.64,多头,276.209,283.981,,
表格,ONTO,Onto Innovation Inc.,278.0,-1.53,192441,0.21,51.5,多头,271.299,280.914,,
表格,IEX,IDEX Corporation,229.45,-0.1,192167,0.35,55.02,多头,226.171,228.981,,
表格,NOC,Northrop Grumman Corporation,517.15,0.53,191479,0.24,39.94,空头,528.797,540.362,,
表格,JBHT,"J.B. Hunt Transport Services, I",231.66,-1.27,190924,0.17,29.89,空头,253.974,269.165,,
表格,FFIV,"F5, Inc.",457.0,0.22,190150,0.35,69.38,多头,421.311,406.227,,
表格,BPOP,"Popular, Inc.",159.11,0.14,189899,0.34,32.49,空头,164.493,169.53,,
表格,TM,Toyota Motor Corporation,187.28,-1.62,189647,0.57,41.54,空头,192.603,189.583,,
表格,CW,Curtiss-Wright Corporation,548.27,0.57,187437,0.45,30.05,空头,580.214,651.851,,
表格,CPAY,"Corpay, Inc.",397.2,0.52,187280,0.43,44.66,空头,403.575,397.766,,
表格,AVY,Avery Dennison Corporation,170.065,-1.5,186924,0.15,46.25,多头,171.907,171.347,,
表格,SUI,"Sun Communities, Inc.",112.6,0.25,186783,0.15,33.07,空头,116.693,120.018,,
表格,NSC,Norfolk Southern Corporation,314.43,-0.18,184903,0.16,35.17,空头,323.737,334.079,,
表格,STE,STERIS plc (Ireland),209.455,-0.25,183649,0.27,35.41,多头,216.189,224.091,,
表格,CSL,Carlisle Companies Incorporated,317.89,-1.87,175996,0.26,37.7,多头,333.227,349.442,,
表格,RGLD,"Royal Gold, Inc.",251.75,-0.41,175168,0.26,53.25,多头,251.171,233.337,,
表格,ROP,"Roper Technologies, Inc.",363.08,-0.9,174685,0.21,30.8,空头,386.111,390.622,,
